scene,frame_id,status,height,width,valid_pixels,valid_ratio,semantic_classes,thing_pixels,thing_ratio,renderer,class_counts_json
1ada7a0617,DSC03540,ok,1168,1752,1930859,0.9435688958216051,10,739672,0.3830792408974451,nvdiffrast_undistorted,"{""blinds"": 396866, ""cabinet"": 167, ""ceiling"": 241094, ""chair"": 6814, ""floor"": 54190, ""keyboard"": 503, ""monitor"": 153078, ""table"": 98516, ""wall"": 499037, ""whiteboard"": 480594}"
1ada7a0617,DSC03541,ok,1168,1752,1957977,0.956820873991368,10,843424,0.43076297627602367,nvdiffrast_undistorted,"{""blinds"": 425690, ""cabinet"": 41, ""ceiling"": 153759, ""chair"": 8496, ""floor"": 95344, ""keyboard"": 40071, ""monitor"": 189614, ""table"": 172945, ""wall"": 439760, ""whiteboard"": 432257}"
1ada7a0617,DSC03543,ok,1168,1752,1976244,0.9657475605179208,10,719189,0.3639171074017176,nvdiffrast_undistorted,"{""blinds"": 375311, ""cabinet"": 68, ""ceiling"": 76182, ""chair"": 129156, ""floor"": 221316, ""keyboard"": 15823, ""monitor"": 69993, ""table"": 263329, ""wall"": 584246, ""whiteboard"": 240820}"
1ada7a0617,DSC03545,ok,1168,1752,1912868,0.9347770845061613,10,711854,0.3721396353538247,nvdiffrast_undistorted,"{""blinds"": 245228, ""cabinet"": 62478, ""ceiling"": 864, ""chair"": 128320, ""floor"": 434849, ""keyboard"": 14733, ""monitor"": 101922, ""table"": 202057, ""wall"": 520073, ""whiteboard"": 202344}"
1ada7a0617,DSC03547,ok,1168,1752,1996858,0.9758211750172014,10,832855,0.41708273697979525,nvdiffrast_undistorted,"{""blinds"": 293782, ""cabinet"": 6590, ""chair"": 145024, ""floor"": 400009, ""keyboard"": 13978, ""monitor"": 82159, ""table"": 174647, ""trash can"": 21675, ""wall"": 470212, ""whiteboard"": 388782}"
1ada7a0617,DSC03549,ok,1168,1752,1977699,0.96645858744605,10,883071,0.44651435835281306,nvdiffrast_undistorted,"{""blinds"": 298967, ""cabinet"": 9272, ""chair"": 91905, ""floor"": 411879, ""keyboard"": 20833, ""monitor"": 90355, ""table"": 196336, ""trash can"": 59701, ""wall"": 383782, ""whiteboard"": 414669}"
1ada7a0617,DSC03550,ok,1168,1752,1989251,0.9721037991805842,10,875198,0.43996358428373294,nvdiffrast_undistorted,"{""blinds"": 352898, ""cabinet"": 8644, ""ceiling"": 613, ""chair"": 95971, ""floor"": 313031, ""keyboard"": 17294, ""monitor"": 91387, ""table"": 220544, ""wall"": 447511, ""whiteboard"": 441358}"
1ada7a0617,DSC03552,ok,1168,1752,1981356,0.9682456839932445,10,871462,0.43983110556608707,nvdiffrast_undistorted,"{""blinds"": 366311, ""cabinet"": 11828, ""ceiling"": 2374, ""chair"": 36117, ""floor"": 227374, ""keyboard"": 24212, ""monitor"": 94136, ""table"": 379734, ""wall"": 513835, ""whiteboard"": 325435}"
1ada7a0617,DSC03554,ok,1168,1752,1937793,0.9469573911615687,10,714016,0.3684686651257384,nvdiffrast_undistorted,"{""blinds"": 410373, ""cabinet"": 29265, ""ceiling"": 10721, ""chair"": 49883, ""floor"": 247528, ""keyboard"": 30511, ""monitor"": 91596, ""table"": 316791, ""wall"": 555155, ""whiteboard"": 195970}"
1ada7a0617,DSC03556,ok,1168,1752,1926048,0.9412178645149184,10,540640,0.2806991310704614,nvdiffrast_undistorted,"{""blinds"": 517533, ""cabinet"": 53976, ""ceiling"": 17221, ""chair"": 73549, ""floor"": 200149, ""keyboard"": 5373, ""monitor"": 109957, ""table"": 218613, ""wall"": 650505, ""whiteboard"": 79172}"
1ada7a0617,DSC03558,ok,1168,1752,1896757,0.9269039883968224,10,701838,0.3700199867457982,nvdiffrast_undistorted,"{""blinds"": 679349, ""cabinet"": 15850, ""ceiling"": 23688, ""chair"": 106146, ""floor"": 156210, ""keyboard"": 8018, ""monitor"": 182244, ""table"": 254070, ""wall"": 335672, ""whiteboard"": 135510}"
1ada7a0617,DSC03559,ok,1168,1752,1869248,0.9134609370113217,9,763821,0.4086247517718355,nvdiffrast_undistorted,"{""blinds"": 557427, ""cabinet"": 56073, ""chair"": 103768, ""floor"": 267053, ""keyboard"": 12675, ""monitor"": 192623, ""table"": 258211, ""wall"": 280947, ""whiteboard"": 140471}"
1ada7a0617,DSC03561,ok,1168,1752,1786237,0.8728952625570776,9,725837,0.4063497732943613,nvdiffrast_undistorted,"{""blinds"": 384923, ""cabinet"": 69411, ""chair"": 123723, ""floor"": 439275, ""keyboard"": 6986, ""monitor"": 226784, ""table"": 224694, ""wall"": 236202, ""whiteboard"": 74239}"
1ada7a0617,DSC03563,ok,1168,1752,1817504,0.888174766998186,9,689018,0.3791012289381481,nvdiffrast_undistorted,"{""blinds"": 387437, ""cabinet"": 89182, ""chair"": 131166, ""floor"": 441895, ""keyboard"": 7563, ""monitor"": 265076, ""table"": 190110, ""wall"": 299154, ""whiteboard"": 5921}"
1ada7a0617,DSC03565,ok,1168,1752,1967571,0.96150925361231,9,604404,0.30718281576624173,nvdiffrast_undistorted,"{""blinds"": 671375, ""ceiling"": 307063, ""chair"": 15601, ""floor"": 9046, ""keyboard"": 23125, ""monitor"": 248196, ""table"": 112700, ""wall"": 375683, ""whiteboard"": 204782}"
1ada7a0617,DSC03567,ok,1168,1752,1936597,0.9463729319134296,10,697803,0.360324321477313,nvdiffrast_undistorted,"{""blinds"": 148401, ""cabinet"": 343576, ""ceiling"": 521017, ""chair"": 46945, ""floor"": 11343, ""keyboard"": 2774, ""monitor"": 142353, ""table"": 52763, ""wall"": 558033, ""whiteboard"": 109392}"
1ada7a0617,DSC03568,ok,1168,1752,1932286,0.9442662397573028,10,720386,0.372815411383201,nvdiffrast_undistorted,"{""blinds"": 141748, ""cabinet"": 358198, ""ceiling"": 477348, ""chair"": 48686, ""floor"": 21456, ""keyboard"": 4319, ""monitor"": 130524, ""table"": 70383, ""wall"": 571348, ""whiteboard"": 108276}"
1ada7a0617,DSC03570,ok,1168,1752,1945027,0.9504924899918684,9,284390,0.14621390859869812,nvdiffrast_undistorted,"{""blinds"": 524201, ""cabinet"": 9816, ""ceiling"": 606197, ""chair"": 12810, ""keyboard"": 31, ""monitor"": 94466, ""table"": 14197, ""wall"": 530239, ""whiteboard"": 153070}"
1ada7a0617,DSC03572,ok,1168,1752,1942791,0.9493998053105648,6,562379,0.28946963415004495,nvdiffrast_undistorted,"{""cabinet"": 159892, ""ceiling"": 663452, ""chair"": 4298, ""door"": 188099, ""wall"": 716960, ""whiteboard"": 210090}"
1ada7a0617,DSC03574,ok,1168,1752,1964453,0.9599855546694189,8,843177,0.42921719175770556,nvdiffrast_undistorted,"{""cabinet"": 184156, ""ceiling"": 84815, ""chair"": 40466, ""door"": 154541, ""floor"": 247692, ""table"": 69072, ""wall"": 788769, ""whiteboard"": 394942}"
1ada7a0617,DSC03576,ok,1168,1752,2005720,0.9801518421217239,9,904779,0.45109935584229105,nvdiffrast_undistorted,"{""cabinet"": 192937, ""chair"": 35772, ""door"": 181837, ""floor"": 528564, ""keyboard"": 1357, ""table"": 238594, ""trash can"": 70277, ""wall"": 572377, ""whiteboard"": 184005}"
1ada7a0617,DSC03577,ok,1168,1752,1955362,0.9555429802339401,10,980637,0.5015117405370464,nvdiffrast_undistorted,"{""cabinet"": 176296, ""chair"": 24897, ""door"": 247807, ""floor"": 589066, ""keyboard"": 18861, ""monitor"": 20627, ""table"": 313335, ""trash can"": 84695, ""wall"": 385659, ""whiteboard"": 94119}"
1ada7a0617,DSC03579,ok,1168,1752,1914531,0.9355897565209232,9,1196758,0.6250919938094499,nvdiffrast_undistorted,"{""blinds"": 11206, ""cabinet"": 379534, ""chair"": 49008, ""floor"": 553434, ""keyboard"": 22777, ""monitor"": 245448, ""table"": 379221, ""wall"": 153133, ""whiteboard"": 120770}"
1ada7a0617,DSC03581,ok,1168,1752,1932305,0.9442755246450241,9,1172782,0.6069342055213851,nvdiffrast_undistorted,"{""blinds"": 313348, ""cabinet"": 78475, ""chair"": 275831, ""floor"": 97213, ""keyboard"": 22928, ""monitor"": 192344, ""table"": 443543, ""wall"": 348962, ""whiteboard"": 159661}"
1ada7a0617,DSC03583,ok,1168,1752,1954473,0.9551085452242447,10,1073366,0.5491843581364388,nvdiffrast_undistorted,"{""blinds"": 421545, ""cabinet"": 3453, ""ceiling"": 945, ""chair"": 67319, ""floor"": 30857, ""keyboard"": 37866, ""monitor"": 262987, ""table"": 535526, ""wall"": 427760, ""whiteboard"": 166215}"
1ada7a0617,DSC03585,ok,1168,1752,1939879,0.9479767740977044,10,1185956,0.6113556567187953,nvdiffrast_undistorted,"{""blinds"": 279074, ""cabinet"": 199391, ""ceiling"": 20, ""chair"": 36759, ""floor"": 50461, ""keyboard"": 35009, ""monitor"": 250552, ""table"": 559025, ""wall"": 424368, ""whiteboard"": 105220}"
1ada7a0617,DSC03586,ok,1168,1752,1933548,0.9448829517733158,11,1095977,0.5668217184160931,nvdiffrast_undistorted,"{""blinds"": 199079, ""cabinet"": 247234, ""ceiling"": 36307, ""chair"": 23774, ""door"": 3531, ""floor"": 96516, ""keyboard"": 42930, ""monitor"": 270842, ""table"": 417411, ""wall"": 505669, ""whiteboard"": 90255}"
1ada7a0617,DSC03588,ok,1168,1752,1928383,0.9423589283480328,11,1077503,0.5587598521662969,nvdiffrast_undistorted,"{""blinds"": 99703, ""cabinet"": 167769, ""ceiling"": 26029, ""chair"": 14339, ""door"": 93250, ""floor"": 143448, ""keyboard"": 47434, ""monitor"": 297902, ""table"": 367366, ""wall"": 581700, ""whiteboard"": 89443}"
1ada7a0617,DSC03590,ok,1168,1752,1976830,0.9660339260023769,11,1188762,0.6013476120860165,nvdiffrast_undistorted,"{""cabinet"": 91862, ""ceiling"": 28508, ""chair"": 50956, ""door"": 79167, ""floor"": 130657, ""keyboard"": 66264, ""monitor"": 379802, ""table"": 231769, ""trash can"": 18924, ""wall"": 628903, ""whiteboard"": 270018}"
1ada7a0617,DSC03592,ok,1168,1752,1971060,0.9632142522049165,11,1083199,0.5495515103548344,nvdiffrast_undistorted,"{""cabinet"": 92611, ""ceiling"": 86455, ""chair"": 39111, ""door"": 76147, ""floor"": 137228, ""keyboard"": 50943, ""monitor"": 334185, ""table"": 206833, ""trash can"": 19744, ""wall"": 664178, ""whiteboard"": 263625}"
1ada7a0617,DSC03594,ok,1168,1752,1881668,0.9195303215112278,11,789037,0.4193284894040819,nvdiffrast_undistorted,"{""blinds"": 118331, ""cabinet"": 114560, ""ceiling"": 218326, ""chair"": 47040, ""door"": 159569, ""floor"": 182612, ""keyboard"": 25406, ""monitor"": 173347, ""table"": 203104, ""wall"": 573362, ""whiteboard"": 66011}"
1ada7a0617,DSC03595,ok,1168,1752,1879797,0.918616004409833,11,739891,0.3936015431453503,nvdiffrast_undistorted,"{""blinds"": 348927, ""cabinet"": 143390, ""ceiling"": 215898, ""chair"": 49220, ""door"": 78170, ""floor"": 118807, ""keyboard"": 20610, ""monitor"": 147940, ""table"": 240114, ""wall"": 456274, ""whiteboard"": 60447}"
1ada7a0617,DSC03597,ok,1168,1752,1927783,0.942065721367361,10,591957,0.3070661998783058,nvdiffrast_undistorted,"{""blinds"": 715299, ""cabinet"": 100047, ""ceiling"": 286990, ""chair"": 21301, ""floor"": 13820, ""keyboard"": 28978, ""monitor"": 211536, ""table"": 157064, ""wall"": 319717, ""whiteboard"": 73031}"
1ada7a0617,DSC03599,ok,1168,1752,1936236,0.9461965190467254,10,459728,0.2374338665327987,nvdiffrast_undistorted,"{""blinds"": 471776, ""cabinet"": 187673, ""ceiling"": 571379, ""chair"": 20485, ""door"": 17446, ""keyboard"": 448, ""monitor"": 145953, ""table"": 10273, ""wall"": 433353, ""whiteboard"": 77450}"
1ada7a0617,DSC03601,ok,1168,1752,1957305,0.9564924821730155,11,839254,0.4287803893619032,nvdiffrast_undistorted,"{""cabinet"": 79423, ""ceiling"": 343777, ""chair"": 14970, ""door"": 83266, ""floor"": 104887, ""keyboard"": 14205, ""monitor"": 256032, ""table"": 118509, ""trash can"": 17917, ""wall"": 669387, ""whiteboard"": 254932}"
1ada7a0617,DSC03603,ok,1168,1752,1933566,0.944891747982736,11,1000034,0.5171967235667156,nvdiffrast_undistorted,"{""cabinet"": 112273, ""ceiling"": 13258, ""chair"": 157974, ""door"": 99660, ""floor"": 247810, ""keyboard"": 18606, ""monitor"": 176999, ""table"": 235227, ""trash can"": 19094, ""wall"": 672464, ""whiteboard"": 180201}"
1ada7a0617,DSC03605,ok,1168,1752,1829465,0.8940198481578783,11,796160,0.4351873361884485,nvdiffrast_undistorted,"{""blinds"": 424392, ""cabinet"": 210340, ""ceiling"": 5471, ""chair"": 118329, ""door"": 3471, ""floor"": 175142, ""keyboard"": 13127, ""monitor"": 127717, ""table"": 251134, ""wall"": 428300, ""whiteboard"": 72042}"
1ada7a0617,DSC03606,ok,1168,1752,1899757,0.9283700233001814,10,782132,0.4117010754533343,nvdiffrast_undistorted,"{""blinds"": 563062, ""cabinet"": 185689, ""ceiling"": 132588, ""chair"": 60300, ""floor"": 56429, ""keyboard"": 16485, ""monitor"": 139527, ""table"": 313882, ""wall"": 365546, ""whiteboard"": 66249}"
1ada7a0617,DSC03608,ok,1168,1752,1884197,0.9207661889347595,11,752242,0.39923744703977343,nvdiffrast_undistorted,"{""blinds"": 204051, ""cabinet"": 115967, ""ceiling"": 311102, ""chair"": 15654, ""door"": 144985, ""floor"": 110005, ""keyboard"": 29341, ""monitor"": 193157, ""table"": 186130, ""wall"": 506797, ""whiteboard"": 67008}"
1ada7a0617,DSC03610,ok,1168,1752,1991439,0.973173027303434,11,1093057,0.5488779721598301,nvdiffrast_undistorted,"{""cabinet"": 94611, ""ceiling"": 285627, ""chair"": 17263, ""door"": 66569, ""floor"": 113304, ""keyboard"": 3537, ""monitor"": 187979, ""table"": 86496, ""trash can"": 21107, ""wall"": 499451, ""whiteboard"": 615495}"
